0,3,425.801361,119.049866,486.892609,179.389847,0.995015
0,3,601.297607,222.542313,678.168579,305.424347,0.992070
0,3,532.631775,113.645561,588.553833,166.391281,0.962584
0,3,600.508545,4.943541,629.891846,35.705124,0.942542
0,3,342.562561,414.680603,474.860657,543.362488,0.933529
0,3,891.937622,426.600098,1015.036682,605.096802,0.895691
0,3,551.794922,37.921593,588.765747,68.567963,0.882597
0,3,845.872192,290.879791,936.720032,401.088867,0.830359
0,34,1810.095825,95.263023,1919.155273,142.850937,0.619686
0,10,482.583862,41.696182,493.812256,58.233994,0.550424
0,8,845.714111,288.060455,937.587524,404.609863,0.524645
0,7,545.901184,77.383560,1864.310181,1061.144531,0.416545
0,5,535.815613,98.596779,1848.474609,1033.183960,0.377349
0,3,552.741089,53.239563,587.355530,69.453636,0.362913
0,3,392.509430,123.625038,476.594208,187.426163,0.357841
0,3,392.295654,131.449677,435.891602,193.242615,0.335598
0,8,540.205994,1.161801,590.050720,58.573856,0.307362
0,42,1621.473755,548.826233,1920.000000,1050.958374,0.302941
0,3,603.877930,19.117249,629.021057,36.954792,0.301207
0,8,339.493713,410.240875,474.460938,539.757507,0.297350
0,14,390.828003,140.948486,430.232452,207.402634,0.285307
0,8,888.392212,429.172607,1016.508606,601.726562,0.269210
0,3,613.888489,219.510315,673.189636,259.495361,0.230658
0,10,485.303284,42.270145,497.496063,62.734615,0.222864
0,8,601.682312,4.372644,631.258423,36.155231,0.200350
1,3,425.696899,118.753319,486.874420,178.304092,0.993522
1,3,600.844849,231.162323,675.384277,310.374237,0.993424
1,3,533.612549,114.481590,587.955994,170.832382,0.975106
1,3,332.177551,421.600586,469.892914,555.297302,0.963211
1,3,601.402405,8.411141,630.431763,36.219158,0.949998
1,3,850.171936,294.632629,937.211914,400.330017,0.932916
1,3,549.972473,34.812183,589.495422,69.848740,0.918473
1,3,890.353455,431.694489,1015.611328,604.117920,0.890725
1,3,606.754822,222.924835,673.978088,273.246552,0.852168
1,34,1810.559326,94.495010,1919.280884,145.221634,0.791966
1,3,392.892334,122.366753,480.559814,187.497833,0.570590
1,7,570.624451,78.262497,1864.699219,1061.943970,0.437116
1,3,390.938690,130.507553,436.563568,196.992371,0.377848
1,8,887.400818,430.994568,1017.036743,603.819580,0.331924
1,8,845.095764,287.825226,939.676514,406.149506,0.312523
1,5,590.880310,132.672943,1854.916870,1043.100342,0.307290
1,42,1621.518433,550.342529,1920.000000,1051.274658,0.304138
1,8,537.325928,1.433053,589.851318,57.909298,0.298832
1,14,391.324738,138.895523,430.568756,206.703033,0.229152
1,10,481.280884,41.142986,494.718750,57.772160,0.206071
